Accession  Genome                                                             Gene_ID_1           Gene_ID_2           Gene_tag_1         Gene_tag_2         Protein_ID_1    Protein_ID_2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_043780  PSFL001c01a_043830  PFL_4401           PFL_4406           YP_261493.1     YP_261494.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_043980  PSFL001c01a_043990  PFL_4421           cobS               YP_261509.1     YP_261510.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_003080  PSFL001c01a_003390  aguA               PFL_0340           YP_257454.1     YP_257485.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_044640  PSFL001c01a_044750  PFL_4487           algZ               YP_261575.1     YP_261585.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_003420  PSFL001c01a_003560  PFL_0343           PFL_0357           YP_257488.1     YP_257501.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_045000  PSFL001c01a_045060  PFL_4524           PFL_4530           YP_261608.1     YP_261614.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_045550  PSFL001c01a_045680  gntR               def_1              YP_261665.1     YP_261678.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_048230  PSFL001c01a_048290  metG               nth                YP_261925.1     YP_261931.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_048690  PSFL001c01a_048790  metR               PFL_4900           YP_261971.1     YP_261981.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_048850  PSFL001c01a_049010  PFL_4906           lon_2              YP_261987.1     YP_262003.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_049530  PSFL001c01a_050050  queA               PFL_5027           YP_262055.1     YP_262106.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_051450  PSFL001c01a_051590  ychF               ggt_1              YP_262246.1     YP_262261.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_052820  PSFL001c01a_052890  thiO               ispH               YP_262378.1     YP_262386.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_054440  PSFL001c01a_054740  ppa                dxs                YP_262546.1     YP_262578.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_054990  PSFL001c01a_055150  lhr                ssb                YP_262603.2     YP_262620.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_056790  PSFL001c01a_056870  PFL_5715           fdhA               YP_262773.1     YP_262781.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_057430  PSFL001c01a_057450  PFL_5779           fba                YP_262837.1     YP_262839.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_058820  PSFL001c01a_058830  PFL_5918           PFL_5919           YP_262976.1     YP_262977.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_004540  PSFL001c01a_004550  hemE               PFL_0456           YP_257599.1     YP_257600.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_004560  PSFL001c01a_004600  PFL_0457           PFL_0461           YP_257601.1     YP_257605.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_060370  PSFL001c01a_060670  PFL_6072           rubB               YP_263130.1     YP_263161.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_061570  PSFL001c01a_061760  PFL_6193           glmS               YP_263251.1     YP_263270.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_005180  PSFL001c01a_005250  PFL_0520           msbA               YP_257664.1     YP_257671.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_006460  PSFL001c01a_006520  oprC               cobK               YP_257790.1     YP_257796.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_006850  PSFL001c01a_007050  PFL_0685           PFL_0705           YP_257827.1     YP_257847.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_007510  PSFL001c01a_007670  PFL_0751           PFL_0767           YP_257888.1     YP_257904.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_007780  PSFL001c01a_008100  PFL_0778           PFL_0813           YP_257915.1     YP_257948.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_009760  PSFL001c01a_009950  fecA               ghrB2              YP_258113.2     YP_258132.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_010470  PSFL001c01a_010480  PFL_1055           PFL_1056           YP_258186.2     YP_258187.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_012030  PSFL001c01a_012230  hol                cinA               YP_258342.1     YP_258361.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_013320  PSFL001c01a_013420  PFL_1340           PFL_1350           YP_258469.1     YP_258479.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_013910  PSFL001c01a_014200  adhB               phaG               YP_258528.1     YP_258557.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_014510  PSFL001c01a_014750  purC               PFL_1484           YP_258588.1     YP_258611.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_016060  PSFL001c01a_016160  flgI               fabH_2             YP_258742.2     YP_258752.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_016160  PSFL001c01a_016230  fabH_2             PFL_1633           YP_258752.1     YP_258759.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_016440  PSFL001c01a_016540  flhB               flhA               YP_258780.1     YP_258790.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_016770  PSFL001c01a_016800  cycL               PFL_1691           YP_258813.1     YP_258817.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_001280  PSFL001c01a_001370  pctA_2             PFL_0137           YP_257275.1     YP_257284.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_001370  PSFL001c01a_001630  PFL_0137           pgaB               YP_257284.1     YP_257309.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_001640  PSFL001c01a_001730  pgaC               PFL_0173           YP_257310.2     YP_257320.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_017450  PSFL001c01a_017540  PFL_1758           PFL_1767           YP_258884.1     YP_258887.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_001730  PSFL001c01a_001850  PFL_0173           gabD               YP_257320.1     YP_257331.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_001730  PSPU001c01a_001790  PP_0167            PP_0173            NP_742336.1     NP_742342.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_015310  PSPU001c01a_015330  PP_1503            ppc                NP_743660.1     NP_743662.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_015590  PSPU001c01a_016160  PP_1531            PP_1588            NP_743688.1     NP_743745.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_016540  PSPU001c01a_016560  mutS               PP_1628            NP_743783.1     NP_743785.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_017800  PSPU001c01a_017830  PP_1749            PP_1752            NP_743905.1     NP_743908.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_018060  PSPU001c01a_018350  PP_1775            wbpM               NP_743931.1     NP_743960.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_018350  PSPU001c01a_018460  wbpM               PP_1816            NP_743960.1     NP_743971.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_019090  PSPU001c01a_019280  PP_1878            PP_1892            NP_744033.1     NP_744047.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_002080  PSPU001c01a_002190  PP_0202            gabD               NP_742371.1     NP_742381.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_019530  PSPU001c01a_019980  PP_1918            holB               NP_744072.1     NP_744117.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_021410  PSPU001c01a_021450  PP_2099            PP_2103            NP_744249.1     NP_744253.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_022110  PSPU001c01a_022250  PP_2169            PP_2183            NP_744318.1     NP_744332.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_023120  PSPU001c01a_023490  folD-2             PP_2298            NP_744414.1     NP_744447.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_023920  PSPU001c01a_023950  PP_2341            PP_2344            NP_744490.1     NP_744493.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_025050  PSPU001c01a_025060  PP_2452            ansA               NP_744600.1     NP_744601.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_025240  PSPU001c01a_025890  ihfA               PP_2538            NP_744619.1     NP_744683.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_026050  PSPU001c01a_026150  PP_2554            PP_2564            NP_744699.1     NP_744709.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_026250  PSPU001c01a_026500  PP_2574            PP_2600            NP_744719.1     NP_744744.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_026590  PSPU001c01a_028920  PP_2609            ureD               NP_744753.1     NP_744986.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_029150  PSPU001c01a_029160  PP_2865            acpD               NP_745009.1     NP_745010.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_029800  PSPU001c01a_030640  PP_2930            PP_3014            NP_745074.1     NP_745158.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_030720  PSPU001c01a_031200  PP_3022            ppiC-1             NP_745166.1     NP_745214.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_031370  PSPU001c01a_031700  PP_3087            PP_3120            NP_745231.1     NP_745264.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_032360  PSPU001c01a_032950  PP_3186            PP_3246            NP_745330.1     NP_745389.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_033350  PSPU001c01a_034140  phaN               PP_3368            NP_745429.1     NP_745508.1
NC_002947  Pseudomonas_putida_KT2440                                          PSPU001c01a_002740  PSPU001c01a_002850  PP_0269            PP_0279            NP_742436.1     NP_742446.1
