locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHCJGCNO_02335	CDS	753	yfcS_1		COG3121	putative fimbrial chaperone YfcS
MHCJGCNO_02336	CDS	2649	papC_1		COG3188	Outer membrane usher protein PapC
MHCJGCNO_02337	CDS	567	yfcV			putative fimbrial-like protein YfcV
MHCJGCNO_02338	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
MHCJGCNO_02339	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
MHCJGCNO_02340	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
MHCJGCNO_02341	CDS	285				hypothetical protein
MHCJGCNO_02342	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
MHCJGCNO_02343	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
MHCJGCNO_02344	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
MHCJGCNO_02345	tRNA	75				tRNA-Arg(cct)
MHCJGCNO_02346	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
MHCJGCNO_02347	CDS	1338	dsdX			D-serine transporter DsdX
MHCJGCNO_02348	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
MHCJGCNO_02349	CDS	1539	emrY			putative multidrug resistance protein EmrY
MHCJGCNO_02350	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
MHCJGCNO_02351	CDS	615	evgA			DNA-binding transcriptional activator EvgA
MHCJGCNO_02352	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
MHCJGCNO_02353	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
MHCJGCNO_02354	CDS	945				hypothetical protein
MHCJGCNO_02355	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
MHCJGCNO_02356	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
MHCJGCNO_02357	CDS	633	yfdX			Protein YfdX
MHCJGCNO_02358	CDS	276				hypothetical protein
MHCJGCNO_02359	CDS	243				hypothetical protein
MHCJGCNO_02360	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
MHCJGCNO_02361	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
MHCJGCNO_02362	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
MHCJGCNO_02363	CDS	738	ypdB		COG3279	Transcriptional regulatory protein YpdB
MHCJGCNO_02364	CDS	858	rhaR_3			HTH-type transcriptional activator RhaR
MHCJGCNO_02365	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
MHCJGCNO_02366	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
MHCJGCNO_02367	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
MHCJGCNO_02368	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
MHCJGCNO_02369	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
MHCJGCNO_02370	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
MHCJGCNO_02371	CDS	1257	yfeO			Putative ion-transport protein YfeO
MHCJGCNO_02372	CDS	327				hypothetical protein
MHCJGCNO_02373	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
MHCJGCNO_02374	CDS	1203	nupC		COG1972	Nucleoside permease NupC
MHCJGCNO_02375	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
MHCJGCNO_02376	tRNA	76				tRNA-Ala(ggc)
MHCJGCNO_02377	tRNA	76				tRNA-Ala(ggc)
MHCJGCNO_02378	CDS	360				hypothetical protein
MHCJGCNO_02379	CDS	372				hypothetical protein
MHCJGCNO_02380	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
MHCJGCNO_02381	tRNA	76				tRNA-Val(tac)
MHCJGCNO_02382	tRNA	76				tRNA-Ala(tgc)
MHCJGCNO_02383	tRNA	76				tRNA-Val(tac)
MHCJGCNO_02384	tRNA	76				tRNA-Lys(ttt)
MHCJGCNO_02385	CDS	885	hcaR_2			Hca operon transcriptional activator HcaR
MHCJGCNO_02386	CDS	1257	xapB			Xanthosine permease
MHCJGCNO_02387	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
MHCJGCNO_02388	CDS	765				hypothetical protein
MHCJGCNO_02389	CDS	927	cynR			HTH-type transcriptional regulator CynR
MHCJGCNO_02390	CDS	999				hypothetical protein
MHCJGCNO_02391	CDS	219				hypothetical protein
MHCJGCNO_02392	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
MHCJGCNO_02393	CDS	999	zipA		COG3115	Cell division protein ZipA
MHCJGCNO_02394	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
MHCJGCNO_02395	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
MHCJGCNO_02396	CDS	258	ptsH_1		COG1925	Phosphocarrier protein HPr
MHCJGCNO_02397	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MHCJGCNO_02398	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
MHCJGCNO_02399	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
MHCJGCNO_02400	CDS	369				hypothetical protein
MHCJGCNO_02401	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
MHCJGCNO_02402	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MHCJGCNO_02403	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
MHCJGCNO_02404	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
MHCJGCNO_02405	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
MHCJGCNO_02406	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
MHCJGCNO_02407	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
MHCJGCNO_02408	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
MHCJGCNO_02409	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
MHCJGCNO_02410	CDS	576	yfeY			putative protein YfeY
MHCJGCNO_02411	CDS	450	yfeZ			Inner membrane protein YfeZ
MHCJGCNO_02412	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
MHCJGCNO_02413	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
MHCJGCNO_02414	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
MHCJGCNO_02415	CDS	1053				hypothetical protein
MHCJGCNO_02416	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
MHCJGCNO_02417	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
MHCJGCNO_02418	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
MHCJGCNO_02419	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
MHCJGCNO_02420	CDS	1404				hypothetical protein
MHCJGCNO_02421	CDS	1227				hypothetical protein
MHCJGCNO_02422	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
MHCJGCNO_02423	CDS	837	ftsA_2			Cell division protein FtsA
MHCJGCNO_02424	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
MHCJGCNO_02425	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
MHCJGCNO_02426	CDS	294	eutM		COG4577	Ethanolamine utilization protein EutM
MHCJGCNO_02427	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
MHCJGCNO_02428	CDS	804				hypothetical protein
MHCJGCNO_02429	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
MHCJGCNO_02430	CDS	480	pduV_2		COG4917	Propanediol utilization protein PduV
MHCJGCNO_02431	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
MHCJGCNO_02432	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
MHCJGCNO_02433	CDS	951	tal	2.2.1.2		Transaldolase
MHCJGCNO_02434	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
MHCJGCNO_02435	CDS	999				hypothetical protein
MHCJGCNO_02436	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
MHCJGCNO_02437	CDS	1980		1.18.1.2		Ferredoxin--NADP reductase
MHCJGCNO_02438	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
MHCJGCNO_02439	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
MHCJGCNO_02440	CDS	357	yffB		COG1393	Protein YffB
MHCJGCNO_02441	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
MHCJGCNO_02442	CDS	201				hypothetical protein
MHCJGCNO_02443	CDS	699				hypothetical protein
MHCJGCNO_02444	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
MHCJGCNO_02445	CDS	864			COG2321	putative protein
MHCJGCNO_02446	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
MHCJGCNO_02447	CDS	231				hypothetical protein
MHCJGCNO_02448	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
MHCJGCNO_02449	CDS	879	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MHCJGCNO_02450	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
MHCJGCNO_02451	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
MHCJGCNO_02452	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
MHCJGCNO_02453	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
MHCJGCNO_02454	CDS	360	yfgD		COG1393	putative protein YfgD
MHCJGCNO_02455	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
MHCJGCNO_02456	CDS	1290	uraA		COG2233	Uracil permease
MHCJGCNO_02457	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
MHCJGCNO_02458	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
MHCJGCNO_02459	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
MHCJGCNO_02460	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
MHCJGCNO_02461	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
MHCJGCNO_02462	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
MHCJGCNO_02463	CDS	153				hypothetical protein
MHCJGCNO_02464	CDS	174	yfgG			Protein YfgG
MHCJGCNO_02465	CDS	516				hypothetical protein
MHCJGCNO_02466	CDS	540				hypothetical protein
MHCJGCNO_02467	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
MHCJGCNO_02468	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MHCJGCNO_02469	CDS	1377	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MHCJGCNO_02470	CDS	8052				hypothetical protein
MHCJGCNO_02471	CDS	978				hypothetical protein
MHCJGCNO_02472	CDS	2178				hypothetical protein
MHCJGCNO_02473	CDS	216	yfgJ			putative protein YfgJ
MHCJGCNO_02474	CDS	1473	der		COG1160	GTPase Der
MHCJGCNO_02475	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
MHCJGCNO_02476	CDS	621				hypothetical protein
MHCJGCNO_02477	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MHCJGCNO_02478	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MHCJGCNO_02479	CDS	1011	rodZ		COG1426	Cytoskeleton protein RodZ
MHCJGCNO_02480	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MHCJGCNO_02481	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MHCJGCNO_02482	CDS	2277	pbpC		COG4953	Penicillin-binding protein 1C
MHCJGCNO_02483	CDS	4962	yfhM		COG2373	Alpha-2-macroglobulin
MHCJGCNO_02484	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
MHCJGCNO_02485	CDS	777				hypothetical protein
MHCJGCNO_02486	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
MHCJGCNO_02487	CDS	201	iscX		COG2975	Protein IscX
MHCJGCNO_02488	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
MHCJGCNO_02489	CDS	1851	hscA		COG0443	Chaperone protein HscA
MHCJGCNO_02490	CDS	516	hscB		COG1076	Co-chaperone protein HscB
MHCJGCNO_02491	CDS	324	iscA		COG0316	Iron-binding protein IscA
MHCJGCNO_02492	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MHCJGCNO_02493	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MHCJGCNO_02494	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
MHCJGCNO_02495	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
MHCJGCNO_02496	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
MHCJGCNO_02497	CDS	855			COG1073	putative protein
MHCJGCNO_02498	CDS	1281				hypothetical protein
MHCJGCNO_02499	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
MHCJGCNO_02500	CDS	423	yphA		COG2259	Inner membrane protein YphA
MHCJGCNO_02501	CDS	873	yphB		COG2017	putative protein YphB
MHCJGCNO_02502	CDS	1062	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
MHCJGCNO_02503	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
MHCJGCNO_02504	CDS	1512	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MHCJGCNO_02505	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
MHCJGCNO_02506	CDS	3282				hypothetical protein
MHCJGCNO_02507	CDS	1194	mlc_2		COG1940	Protein mlc
MHCJGCNO_02508	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MHCJGCNO_02509	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
MHCJGCNO_02510	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
MHCJGCNO_02511	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
MHCJGCNO_02512	CDS	714	qseG			Quorum-sensing regulator protein G
MHCJGCNO_02513	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
MHCJGCNO_02514	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MHCJGCNO_02515	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MHCJGCNO_02516	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MHCJGCNO_02517	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
MHCJGCNO_02518	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
MHCJGCNO_02519	CDS	261	yfhL		COG1145	Ferredoxin YfhL
MHCJGCNO_02520	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MHCJGCNO_02521	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
MHCJGCNO_02522	CDS	729	recO		COG1381	DNA repair protein RecO
MHCJGCNO_02523	CDS	906	era		COG1159	GTPase Era
MHCJGCNO_02524	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
MHCJGCNO_02525	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
MHCJGCNO_02526	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
MHCJGCNO_02527	CDS	480	rseC		COG3086	Protein RseC
MHCJGCNO_02528	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
MHCJGCNO_02529	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
MHCJGCNO_02530	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
MHCJGCNO_02531	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
MHCJGCNO_02532	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
MHCJGCNO_02533	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
MHCJGCNO_02534	CDS	882	cmpR			HTH-type transcriptional activator CmpR
MHCJGCNO_02535	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
MHCJGCNO_02536	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
MHCJGCNO_02537	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MHCJGCNO_02538	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
MHCJGCNO_02539	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
MHCJGCNO_02540	CDS	699				hypothetical protein
MHCJGCNO_02541	CDS	2661	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
MHCJGCNO_02542	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
MHCJGCNO_02543	CDS	273				hypothetical protein
MHCJGCNO_02544	CDS	1299	kgtP_1			Alpha-ketoglutarate permease
MHCJGCNO_02545	CDS	177				IS110 family transposase IS621
MHCJGCNO_02546	CDS	225				IS110 family transposase IS621
MHCJGCNO_02547	CDS	405				hypothetical protein
MHCJGCNO_02548	CDS	603				IS3 family transposase IS1397
MHCJGCNO_02549	CDS	174				hypothetical protein
MHCJGCNO_02550	CDS	243				hypothetical protein
MHCJGCNO_02551	rRNA	111				5S ribosomal RNA
MHCJGCNO_02552	rRNA	2901				23S ribosomal RNA
MHCJGCNO_02553	tRNA	76				tRNA-Glu(ttc)
MHCJGCNO_02554	rRNA	1538				16S ribosomal RNA
MHCJGCNO_02555	CDS	2574	clpB		COG0542	Chaperone protein ClpB
MHCJGCNO_02556	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
MHCJGCNO_02557	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MHCJGCNO_02558	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
MHCJGCNO_02559	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
MHCJGCNO_02560	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
MHCJGCNO_02561	CDS	1122	tyrA		COG0287	T-protein
MHCJGCNO_02562	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
MHCJGCNO_02563	CDS	363				hypothetical protein
MHCJGCNO_02564	CDS	519				hypothetical protein
MHCJGCNO_02565	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
MHCJGCNO_02566	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
MHCJGCNO_02567	CDS	348	rplS		COG0335	50S ribosomal protein L19
MHCJGCNO_02568	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
MHCJGCNO_02569	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
MHCJGCNO_02570	CDS	249	rpsP		COG0228	30S ribosomal protein S16
MHCJGCNO_02571	CDS	1362	ffh		COG0541	Signal recognition particle protein
MHCJGCNO_02572	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
MHCJGCNO_02573	CDS	1242				hypothetical protein
MHCJGCNO_02574	CDS	594	grpE		COG0576	Protein GrpE
MHCJGCNO_02575	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
MHCJGCNO_02576	CDS	1662	recN		COG0497	DNA repair protein RecN
MHCJGCNO_02577	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
MHCJGCNO_02578	CDS	291	pasI		COG2914	Persistence and stress-resistance antitoxin PasI
MHCJGCNO_02579	CDS	450	pasT		COG2867	Persistence and stress-resistance toxin PasT
MHCJGCNO_02580	CDS	483	smpB		COG0691	SsrA-binding protein
MHCJGCNO_02581	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
MHCJGCNO_02582	CDS	483				hypothetical protein
MHCJGCNO_02583	CDS	432				hypothetical protein
MHCJGCNO_02584	CDS	1101				hypothetical protein
MHCJGCNO_02585	CDS	486				hypothetical protein
MHCJGCNO_02586	CDS	3078				hypothetical protein
MHCJGCNO_02587	CDS	303				hypothetical protein
MHCJGCNO_02588	CDS	516				hypothetical protein
MHCJGCNO_02589	CDS	1173	gpFI			Putative prophage major tail sheath protein
MHCJGCNO_02590	CDS	567	hin		COG1961	DNA-invertase hin
MHCJGCNO_02591	CDS	396				hypothetical protein
MHCJGCNO_02592	CDS	420				hypothetical protein
MHCJGCNO_02593	CDS	1422				hypothetical protein
MHCJGCNO_02594	CDS	606				hypothetical protein
MHCJGCNO_02595	CDS	909				hypothetical protein
MHCJGCNO_02596	CDS	360				hypothetical protein
MHCJGCNO_02597	CDS	642				hypothetical protein
MHCJGCNO_02598	CDS	531				hypothetical protein
MHCJGCNO_02599	CDS	453				hypothetical protein
MHCJGCNO_02600	CDS	432				hypothetical protein
MHCJGCNO_02601	CDS	429				hypothetical protein
MHCJGCNO_02602	CDS	516				hypothetical protein
MHCJGCNO_02603	CDS	216				hypothetical protein
MHCJGCNO_02604	CDS	204				hypothetical protein
MHCJGCNO_02605	CDS	465				hypothetical protein
MHCJGCNO_02606	CDS	651				hypothetical protein
MHCJGCNO_02607	CDS	1059				hypothetical protein
MHCJGCNO_02608	CDS	834				hypothetical protein
MHCJGCNO_02609	CDS	1767				hypothetical protein
MHCJGCNO_02610	CDS	1035				hypothetical protein
MHCJGCNO_02611	CDS	699				hypothetical protein
MHCJGCNO_02612	CDS	612				hypothetical protein
MHCJGCNO_02613	CDS	261				hypothetical protein
MHCJGCNO_02614	CDS	234	dinI_2			DNA damage-inducible protein I
MHCJGCNO_02615	CDS	189				hypothetical protein
MHCJGCNO_02616	CDS	2415				hypothetical protein
MHCJGCNO_02617	CDS	858	dam_1	2.1.1.72	COG0338	DNA adenine methylase
MHCJGCNO_02618	CDS	228	ybiI_2		COG1734	putative protein YbiI
MHCJGCNO_02619	CDS	234				hypothetical protein
MHCJGCNO_02620	CDS	201				hypothetical protein
MHCJGCNO_02621	CDS	510				hypothetical protein
MHCJGCNO_02622	CDS	243				hypothetical protein
MHCJGCNO_02623	CDS	633				hypothetical protein
MHCJGCNO_02624	CDS	1017	xerC_2			Tyrosine recombinase XerC
MHCJGCNO_02625	CDS	1206				hypothetical protein
MHCJGCNO_02626	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
MHCJGCNO_02627	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
MHCJGCNO_02628	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
MHCJGCNO_02629	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
MHCJGCNO_02630	CDS	1401	gabP		COG1113	GABA permease
MHCJGCNO_02631	CDS	663	glaR		COG1802	HTH-type transcriptional repressor GlaR
MHCJGCNO_02632	CDS	450	kbp		COG1652	Potassium binding protein Kbp
MHCJGCNO_02633	CDS	159				hypothetical protein
MHCJGCNO_02634	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
MHCJGCNO_02635	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
MHCJGCNO_02636	CDS	405	stpA		COG2916	DNA-binding protein StpA
MHCJGCNO_02637	CDS	450	alaE			L-alanine exporter AlaE
MHCJGCNO_02638	CDS	345				hypothetical protein
MHCJGCNO_02639	CDS	330	ygaM		COG4575	putative protein YgaM
MHCJGCNO_02640	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
MHCJGCNO_02641	CDS	432				hypothetical protein
MHCJGCNO_02642	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
MHCJGCNO_02643	CDS	411	nrdI		COG1780	Protein NrdI
MHCJGCNO_02644	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
MHCJGCNO_02645	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
MHCJGCNO_02646	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
MHCJGCNO_02647	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
MHCJGCNO_02648	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
MHCJGCNO_02649	CDS	1185				putative transporter
MHCJGCNO_02650	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
MHCJGCNO_02651	CDS	336				hypothetical protein
MHCJGCNO_02652	CDS	531	mprA_2		COG1846	Transcriptional repressor MprA
MHCJGCNO_02653	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
MHCJGCNO_02654	CDS	1539	emrB			Multidrug export protein EmrB
MHCJGCNO_02655	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
MHCJGCNO_02656	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
MHCJGCNO_02657	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
MHCJGCNO_02658	CDS	324	yqaB_1	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
MHCJGCNO_02659	CDS	231	yqaB_2	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
MHCJGCNO_02660	tRNA	77				tRNA-Arg(acg)
MHCJGCNO_02661	tRNA	77				tRNA-Arg(acg)
MHCJGCNO_02662	tRNA	77				tRNA-Arg(acg)
MHCJGCNO_02663	tRNA	77				tRNA-Arg(acg)
MHCJGCNO_02664	tRNA	93				tRNA-Ser(gct)
MHCJGCNO_02665	CDS	186	csrA		COG1551	Carbon storage regulator
MHCJGCNO_02666	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
MHCJGCNO_02667	CDS	501	recX		COG2137	Regulatory protein RecX
MHCJGCNO_02668	CDS	1062	recA		COG0468	Protein RecA
MHCJGCNO_02669	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
MHCJGCNO_02670	CDS	1086	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
MHCJGCNO_02671	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
MHCJGCNO_02672	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
MHCJGCNO_02673	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
MHCJGCNO_02674	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
MHCJGCNO_02675	CDS	360				hypothetical protein
