	GCF_001060475.1_ASM106047v1_genomic	GCF_001060695.1_ASM106069v1_genomic	GCF_001061115.1_ASM106111v1_genomic	GCF_001061275.1_ASM106127v1_genomic	GCF_001061295.1_ASM106129v1_genomic	GCF_001062045.1_ASM106204v1_genomic	GCF_001063095.1_ASM106309v1_genomic	GCF_001064675.1_ASM106467v1_genomic	GCF_001076355.1_ASM107635v1_genomic	GCF_001905915.1_ASM190591v1_genomic	GCF_001905945.1_ASM190594v1_genomic	GCF_001905975.1_ASM190597v1_genomic	GCF_001905995.1_ASM190599v1_genomic	GCF_001906025.1_ASM190602v1_genomic	GCF_001906045.1_ASM190604v1_genomic	GCF_001906055.1_ASM190605v1_genomic	GCF_001906065.1_ASM190606v1_genomic	GCF_001906105.1_ASM190610v1_genomic	GCF_001906115.1_ASM190611v1_genomic	GCF_001906135.1_ASM190613v1_genomic	GCF_001906145.1_ASM190614v1_genomic	GCF_001906185.1_ASM190618v1_genomic	GCF_001906195.1_ASM190619v1_genomic	GCF_001906205.1_ASM190620v1_genomic	GCF_001906225.1_ASM190622v1_genomic	GCF_001906265.1_ASM190626v1_genomic	GCF_001906275.1_ASM190627v1_genomic	GCF_001906285.1_ASM190628v1_genomic	GCF_001906295.1_ASM190629v1_genomic	GCF_001906355.1_ASM190635v1_genomic	GCF_001906385.1_ASM190638v1_genomic	GCF_001906425.1_ASM190642v1_genomic	GCF_001906435.1_ASM190643v1_genomic	GCF_001906445.1_ASM190644v1_genomic	GCF_001933015.2_ASM193301v2_genomic	GCF_001933075.2_ASM193307v2_genomic	GCF_002205865.1_ASM220586v1_genomic	GCF_002241885.1_ASM224188v1_genomic	GCF_002247435.1_ASM224743v1_genomic	GCF_002247695.1_ASM224769v1_genomic	GCF_002247815.1_ASM224781v1_genomic	GCF_002247825.1_ASM224782v1_genomic	GCF_002247945.1_ASM224794v1_genomic	GCF_002248245.1_ASM224824v1_genomic	GCF_002248875.1_ASM224887v1_genomic	GCF_002249045.1_ASM224904v1_genomic	GCF_002249645.1_ASM224964v1_genomic	GCF_002290405.1_ASM229040v1_genomic	GCF_002290435.1_ASM229043v1_genomic	GCF_002290485.1_ASM229048v1_genomic	GCF_002317935.1_ASM231793v1_genomic	GCF_003336935.1_ASM333693v1_genomic	Total
OG0003380	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	43
OG0003381	0	0	0	0	0	0	1	0	0	0	1	0	1	2	1	2	2	1	1	0	1	1	1	2	2	2	1	1	1	2	2	1	2	2	2	0	0	2	0	2	0	0	0	1	0	1	1	0	0	0	0	1	43
OG0003382	0	0	0	0	0	0	0	0	1	1	2	1	2	1	2	1	1	2	2	0	2	2	2	1	1	1	2	2	2	1	1	1	2	1	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	43
OG0003383	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	2	2	2	2	1	2	2	1	1	2	1	2	2	2	1	2	2	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
OG0003384	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	42
OG0003385	2	2	1	1	1	2	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	2	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	42
OG0003386	3	3	1	1	1	3	1	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42
OG0003387	1	1	1	1	1	1	1	1	2	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	1	1	0	0	1	2	1	1	2	0	1	0	1	1	1	0	0	0	1	2	1	3	2	2	0	1	1	0	42
OG0003388	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42
OG0003389	1	1	1	1	1	1	1	1	2	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	42
OG0003390	1	1	1	2	2	1	1	2	1	0	1	0	0	0	0	0	0	1	0	2	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	2	2	0	0	2	1	1	2	2	2	2	1	2	0	1	0	0	42
OG0003391	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	42
OG0003392	1	1	1	1	1	1	0	1	1	2	0	2	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	42
OG0003393	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	2	0	0	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42
OG0003394	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	42
OG0003395	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	42
OG0003396	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	42
OG0003397	0	0	2	0	2	0	1	1	2	0	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	3	3	3	4	1	1	1	1	0	0	42
OG0003398	0	0	1	0	0	0	0	0	1	2	1	2	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	2	1	1	0	2	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	42
OG0003399	0	0	2	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	42
OG0003400	0	0	1	1	1	0	1	1	1	1	1	2	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42
OG0003401	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42
OG0003402	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	42
OG0003403	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	42
OG0003404	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	42
OG0003405	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	42
OG0003406	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	42
OG0003407	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	42
OG0003408	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42
OG0003409	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	2	1	2	0	1	1	1	0	1	0	1	1	1	1	1	1	0	42
OG0003410	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	2	1	1	2	1	2	2	2	1	1	1	1	0	42
OG0003411	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	42
OG0003412	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	42
OG0003413	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	42
OG0003414	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	42
OG0003415	0	0	0	0	0	0	0	1	1	0	1	0	1	2	2	2	2	2	1	0	2	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	2	2	2	1	1	1	0	0	1	42
OG0003416	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	2	2	2	3	2	0	2	0	1	0	0	1	0	0	42
OG0003417	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	0	1	1	1	1	0	2	0	1	0	0	2	0	2	2	0	0	0	0	0	2	42
OG0003418	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	3	1	1	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	42
OG0003419	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	1	0	1	1	1	1	2	2	1	1	2	2	2	1	2	2	2	1	0	2	0	1	0	0	1	1	1	1	0	0	1	0	0	1	42
OG0003420	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003421	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003422	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003423	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	41
OG0003424	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003425	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003426	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003427	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003428	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003429	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003430	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003431	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003432	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003433	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41
OG0003434	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	41
OG0003435	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	41
OG0003436	0	0	1	1	1	0	1	1	2	1	0	1	0	1	0	1	1	0	0	2	0	0	0	2	2	1	0	0	1	1	2	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	41
OG0003437	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	2	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41
OG0003438	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1	41
OG0003439	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	41
OG0003440	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	0	41
OG0003441	0	0	1	1	1	0	1	1	1	2	1	2	1	0	2	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41
OG0003442	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	41
OG0003443	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41
OG0003444	0	0	0	0	0	0	0	1	0	1	2	2	2	2	1	2	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	41
OG0003445	1	1	1	1	1	1	1	1	1	2	0	2	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	2	0	0	0	0	2	1	1	1	1	0	40
OG0003446	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003447	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003448	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003449	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003450	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	40
OG0003451	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	40
OG0003452	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003453	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003454	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003455	1	1	1	1	2	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	2	0	1	0	1	0	2	1	1	2	0	1	1	1	1	2	1	1	0	1	1	0	40
OG0003456	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40
OG0003457	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	40
OG0003458	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	2	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003459	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40
OG0003460	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	40
OG0003461	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40
OG0003462	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	2	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	0	40
OG0003463	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40
OG0003464	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40
OG0003465	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	40
OG0003466	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	2	0	0	0	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	40
OG0003467	0	0	1	0	0	0	2	1	0	0	1	0	1	1	1	2	2	1	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	0	0	1	0	1	0	0	2	1	2	2	0	1	0	0	0	0	40
OG0003468	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0	1	1	2	0	0	0	0	0	0	1	0	2	0	1	1	40
OG0003469	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	40
OG0003470	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	40
OG0003471	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	40
OG0003472	0	0	0	2	2	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	2	0	1	0	1	0	1	0	0	0	1	0	1	40
OG0003473	0	0	0	2	2	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	0	2	0	0	0	0	0	1	1	0	1	0	0	0	0	1	40
OG0003474	0	0	0	2	1	0	0	0	0	1	1	1	2	3	1	2	1	1	2	0	2	1	1	1	1	1	1	1	2	3	1	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	40
OG0003475	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	40
OG0003476	0	0	0	0	0	0	0	0	0	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	2	0	0	2	2	2	1	0	0	0	0	0	1	40
OG0003477	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	39
OG0003478	1	1	1	3	3	1	1	1	0	1	0	0	1	1	1	0	1	2	1	0	0	0	1	0	1	1	1	2	0	1	1	2	0	2	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	39
OG0003479	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	39
OG0003480	1	1	1	1	1	1	1	1	2	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	3	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	39
OG0003481	2	2	1	1	1	2	1	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39
OG0003482	2	2	1	1	1	2	1	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39
OG0003483	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	39
OG0003484	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	39
OG0003485	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	39
OG0003486	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	39
OG0003487	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	39
OG0003488	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	2	0	1	1	0	1	0	1	0	2	1	1	2	0	1	1	1	1	2	1	1	0	1	1	0	39
OG0003489	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	39
OG0003490	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	0	39
OG0003491	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	39
OG0003492	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	39
OG0003493	0	0	1	1	1	0	1	1	0	2	0	2	0	1	0	1	1	0	0	2	0	0	0	1	1	1	0	0	0	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	39
